Company name,City,Phone number,Website URL,Number of employees,Annual revenue,opti_org_nr,opti_elzon,opti_tier,opti_poang,opti_marken,opti_partner_niva,opti_kalla,opti_pitch_vinkel,opti_anteckning
IVT Center/Miljö- VVS- & Energicent (MVE),Linköping,013106000,,,,,SE3,B,5,IVT,IVT Center,IVT,SE3 + IVT Center; stor stad,
IVT Center Värnamo,Värnamo,037026165,,,,,SE3,B,5,IVT,IVT Center,IVT,SE3 + IVT Center,
IVT Center/Team PTL AB,Växjö,047021190,,,,,SE3,B,5,IVT,IVT Center,IVT,SE3 + IVT Center,
IVT-Center Väst / Trestad,Trollhättan,0520526461,,,,,SE3,B,5,IVT,IVT Center,IVT,SE3 + IVT Center; täcker Trestad,
Energirör (IVT Center 7H),Borås,033139410,,,,,SE3,B,5,IVT,IVT Center,IVT,SE3 + IVT Center; Sjuhärad,
IVT Center Köping,Köping,022124040,,,,,SE3,B,5,IVT,IVT Center,IVT,SE3 + IVT Center,
Mälardalens Värmepumpscenter AB,Eskilstuna,020510200,,,,,SE3,B,5,IVT,IVT Center,IVT,SE3 + IVT Center; No1 service,
Mälardalens Värmepumpscenter,Liljeholmen,020510200,,,,,SE3,B,5,IVT,IVT Center,IVT,SE3 + IVT Center; Stockholm,
Rördoktorn/IVT-Center,Haninge,087771500,,,,,SE3,B,5,IVT,IVT Center,IVT,SE3 + IVT Center; Stockholm,
Värmekällan Väst AB,Sävedalen (Göteborg),0313369050,,,,,SE3,B,5,IVT,IVT Center,IVT,SE3 + IVT Center; Nordens första IVT Center; täcker halva Sverige väster,
Aircontrol I Boras Ab,Boras,,,,,,SE3,B,4,NIBE,service,NIBE,,
Anders Johanssons Energiteknik Vvs,Ab  Ankarsrum,,,,,,SE3,B,4,NIBE,service,NIBE,,
Beckmanns Vvs,Energiteknik  Jonkoping,,,,,,SE3,B,4,NIBE,service,NIBE,,
Steffes Kyl,Varmepumpar Ternstedt Invent Ab  Atvidaberg,,,,,,SE3,B,4,NIBE,service,NIBE,,
Steffes Kyl,Varmepumpar Ternstedt Invent Ab  Rimforsa,,,,,,SE3,B,4,NIBE,service,NIBE,,
Upplands Energi Produkt,Miljo Ab  Bjorklinge,,,,,,SE3,B,4,NIBE,service,NIBE,,
Walthers Kyl,Varmepumpservice Ab  Norrkoping,,,,,,SE3,B,4,NIBE,service,NIBE,,
Walthers Kyl,Varmepumpservice Ab  Nykoping,,,,,,SE3,B,4,NIBE,service,NIBE,,
Westheat Ab,Hisings Backa,,,,,,SE3,B,4,NIBE,service,NIBE,,
Johan Wirsén AB,Uppsala,0187501188,,,,,SE3,B,4,IVT,Standard,IVT,SE3 + Standard,
Evepe AB,Bro,0858175544,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
Huddinge Maskinservice,Huddinge,087116606,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
Revider Energi AB,Sollentuna,0840832634,,2,29947000,556485-3405,SE3,B,4,IVT,Standard,"IVT, Sparc",SE3,
Värmedynamik i Södertälje AB,Södertälje,0855807580,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
Team Wåhlin Värmeteknik AB,Vallentuna,0851170499,,,,,SE3,B,4,IVT,Standard,IVT,SE3; IVT-serviceombud sedan 1999,
Energipartner Sverige AB,Bromma,08802805,,,,,SE3,B,4,"Daikin, IVT",Standard,"Daikin, IVT",SE3; även Daikin-partner,
Kyl & Värmepumpservice i Sthlm AB,Järfälla,0858010030,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
VärmeKompaniet Stockholm AB,Saltsjö-Boo,087182838,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
Effektiv Energi Stockholm AB,Märsta,0859118400,,,,,SE3,B,4,IVT,Standard,IVT,SE3; täcker Sigtuna/Märsta,
Energikomfort Sverige AB,Täby,0858867150,,,,,SE3,B,4,IVT,Standard,IVT,SE3; Täby/Stockholm,
Energieffektivisering i Sverige AB,Lidingö,08279200,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
Inneklimat AB,Skå,0856024800,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
Relax Rör,Tyresö,087703332,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
BST Värmepumpar,Älvsjö,0707286095,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
Perssons Rör & Värme AB,Jönköping,036349240,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
Energihuset Försäljnings AB Hardy H,Norrköping,,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
GS Kylservice AB,Linköping,013212010,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
Västgötarör AB,Skövde,,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
Lundgrens Rör i Vedum AB,Vedum,,,,,,SE3,B,4,IVT,Standard,IVT,SE3,
Värmepumpcenter Örebro,Örebro,,,,,,SE3,B,4,IVT,Standard,IVT,SE3; ej Enwell,
Energioptimering i Norden AB,Skene,0301770050,,,,,SE3,B,4,Daikin,Auktoriserad Daikin,Daikin,,SE3; Göteborg-täckning; luft/vatten + berg
Energilagret - Halmstad,Halmstad,0102022330,,,,,SE3,B,4,Daikin,Auktoriserad Daikin,Daikin,,SE3; Halmstad; luft/vatten + berg
Värme Konsulten i Sverige AB,Norberg,0706663610,,,,,SE3,B,4,Daikin,Auktoriserad Daikin,Daikin,,SE3; luft/vatten + berg
JZ Service AB,Kungsbacka,0733820097,,,,,SE3,B,4,Daikin,Auktoriserad Daikin,Daikin,,SE3; Kungsbacka; full-service
Kyl och Värmepumpsbolaget i Sverige,Uppsala,018101718,,,,,SE3,B,4,Daikin,Auktoriserad Daikin,Daikin,,SE3; Uppsala; luft/vatten
AM Kyla Värmeteknik AB,Enköping,0739089600,,,,,SE3,B,4,Daikin,Auktoriserad Daikin,Daikin,,SE3; Enköping
Mälardalens Elektriska AB,Kungsör,0706005622,,,,,SE3,B,4,Daikin,Auktoriserad Daikin,Daikin,,SE3; Kungsör
Energi Värmeteknik i Östra Sverige AB,Mantorp,0708298590,,,,,SE3,B,4,Daikin,Auktoriserad Daikin,Daikin,,SE3; Mantorp
Värmekällan i Sverige AB,Tranås,014012875,,,,,SE3,B,4,Daikin,Auktoriserad Daikin,Daikin,,SE3; Tranås
Avent Kyl AB,Kalmar,+46480493131,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; brett vattenburet fokus; stark OPTi-relevans
Kyl-Bergman AB,Västervik,+4649021551,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; Västervik
Berglunds Rör i Vegby AB,Gällstad,+4632172031,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; Borås/Ulricehamn; berg-specialister
Borgätningen Borås Elektrokyl-Energiteknik,Borås,+4633205520,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; Borås; sol-el + styrsystem → nära OPTi-världen
Svensk Kylservice AB,Göteborg,031824818,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; Göteborg + 16 kommuner; luft/vatten + berg
KylKontroll Göteborg AB,Västra Frölunda,031685720,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; Göteborg; certifierat kylteknikföretag
S-VÄRME AB,Hallsberg,+4619582130,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; Hallsberg; 30 år; luft/vatten + berg
Klimatpartner i Sverige AB,Örebro,+46191210121,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; Örebro; grundat 2016; 80+ år sammanlagd erfarenhet
Kyl & Värmepumpservice i Halmstad AB,Halmstad,+4635173910,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; Halmstad
Varma Huset i Sollentuna AB,Järfälla,+46858350053,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; Järfälla/Trosa; tyst ME = luft/vatten
Upplands Kyl & Värme AB,Uppsala,+46184444040,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; Uppsala
Allklimat Fastigheter AB,Upplands Väsby,0851496250,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; Sthlm-region; bergvärme-specialist (Geodan)
Din värmepump Gotland AB,Visby,0498241129,,,,,SE3,B,4,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE3; Gotland; ej topprioritet
Martin Palmqvist VVS,Fagersta,022316110,https://www.bad-varme.se/ort/fagersta/,6,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,aukt. VP-märke,
VVS-Service i Knislinge,Hanaskog,044–61411,https://www.bad-varme.se/ort/hanaskog/,14,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,aukt. VP-märke,
Hova Rörledningsaffär,Hova,050630795,https://www.bad-varme.se/ort/hova/,47,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Service & Fastighet i Skåne,Hörby,0707128734,https://www.bad-varme.se/ort/horby/,46,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Bad & Värme i Laholm,Laholm,043010000(09:00–16:00),https://www.bad-varme.se/ort/laholm/,79,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Installationsgruppen,Sälen,028020775,https://www.bad-varme.se/ort/salen/,43,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Installationgruppen Bohuslän,Uddevalla,0104520840,https://www.bad-varme.se/ort/uddevalla/,43,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Idala Rörtjänst,Veberöd,04650098,https://www.bad-varme.se/ort/veberod/,9,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,aukt. VP-märke,
Gnosjö Rörledningsaffär,Gnosjö,0370332290,https://www.bad-varme.se/ort/gnosjo/,22,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
ManTor,Jönköping,0103300560,https://www.bad-varme.se/ort/jonkoping/,18,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
NM Rör AB,Norrtälje,0176224700,https://www.bad-varme.se/ort/norrtalje/,18,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Forsmans VVS,Skogås,087708500,https://www.bad-varme.se/ort/vendelso/,31,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Bad & Värme Tingsryd,Tingsryd,047713050,https://www.bad-varme.se/ort/tingsryd/,16,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Nya Rörbolaget,Västerås,021380430,https://www.bad-varme.se/ort/vasteras/,20,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Djupedals Rör Kvänum,Kvänum,051292100,https://www.bad-varme.se/ort/kvanum-djupedal/,132,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Radiator VVS,Ludvika,024013565,https://www.bad-varme.se/ort/ludvika/,470,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
RSAB Rörservice,Arvika,057080803,https://www.bad-varme.se/ort/arvika/,7,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,aukt. VP-märke,
Ekenäs Rör AB,Ekenässjön,038334780,https://www.bad-varme.se/ort/vetlanda/,7,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,aukt. VP-märke,
Rörfixarna i Hjo,Hjo,050312222,https://www.bad-varme.se/ort/hjo/,15,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Söders Olja & Rör,Rottne,047092550,https://www.bad-varme.se/ort/rottne/,14,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Rörfixarna i Hjo AB,Tibro,050412988,https://www.bad-varme.se/ort/tibro/,15,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Janne Carlson Rör,Vålberg/Karlstad,054547180,https://www.bad-varme.se/ort/karlstad-jc/,9,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,aukt. VP-märke,
Bad & Värme Årjäng,Årjäng,057310003,https://www.bad-varme.se/ort/arjang/,14,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,aukt. VP-märke,
TermoRör,Botkyrka/Tumba,0851819010,https://www.bad-varme.se/ort/tumba/,23,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Bad & Värme i Norrköping/Kolmården,Norrköping/Kolmården,01169663,https://www.bad-varme.se/ort/norrkoping-kolmarden/,22,,,SE3,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Enwell AB (Dalarna),Falun / Mora,02328341,,,,,SE2,B,8,"IVT, NIBE",IVT Center,Enwell,SE2-zon ger lägre elprisargument — pitcha på solsurplus + komfort,Enwell-kedja (Vattenfall). Centralt avtal rekommenderas.
BorrEnergi Sweden AB,Ludvika,024080900,borrenergi.se,7,7900000,556998-4395,SE2,B,7,Bosch,Bosch Climate Partner,Bosch,19,
Malms Rör i Sundsvall AB,Sundsvall,0702788588,,4,9688000,556908-1341,SE2,B,7,Bosch,Bosch Climate Partner,Bosch,21,
Blombergs VVS AB,Östersund,ejhittat,blombergsvvs.nu,1,2098000,556881-6747,SE2,B,6,Bosch,Bosch Climate Partner,Bosch,20,
A. Wiklund Vvs,Stugun,,,,,,SE2,B,4,NIBE,installator,NIBE,,
A.J.Ws Lift,Rorteknik Ab  Sundsvall,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Ake Lindkvist Ror Ab,Mora,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Alno Vvs Ab,Alno,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Andersson Jan Olof Peter,Gallo,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Are Rorteam Ab,Undersaker,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Bergvarme Ab,Timra,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Bgs Kyl,Varmeservice Ab  Matfors,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Borlange Vvs Ab,Borlange,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Bruksvallens Ror Ab,Bruksvallarna,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Dala Ror Ab,Falun,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Dalarnas Ror Ab,Avesta,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Daldala Ab,Ljusnarsberg,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Dalmarken Ror Ab,Rattvik,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Djupa Ror Ab,Djuras,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Elite Energi Ab,Sundsvall,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Expert Rad Vvs Ab,Gavle,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Fagerlids Vvs Ab,Leksand,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Falun Varme Ab,Falun,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Faluns Rorservice Ab,Falun,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Frosunda Ror Ab,Harnosand,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Gavle Ror Ab,Gavle,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Hedemoras Ror Ab,Hedemora,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Helgums Ror,Ventilation Ab  Helgum,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Hogbergs Ror,Ventilation Ab  Leksand,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Hogstens Rorservice Ab,Hogsten,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Hohanssons Ror Ab,Fagersta,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Hosjo Ror Ab,Ostersund,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Hudiksvalls Rorservice Ab,Hudiksvall,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Indals Vvs Ab,Indal,,,,,,SE2,B,4,NIBE,installator,NIBE,,
J E Rorinstallationer Ab,Soderhamn,,,,,,SE2,B,4,NIBE,installator,NIBE,,
J J Rorservice Ab,Ockelbo,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Larssons Vvs Ab,Nusnas,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Ljusne Ror Ab,Ljusne,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Malungs Ror Ab,Malung,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Masen Ror Ab,Ornskoldsvik,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Melander Ror Ab,Borlange,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Morkoms Vvs Ab,Sveg,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Nibe Partner Granens Ror Ab,Ornskoldsvik,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Nibe Partner John Eklund Borrning Ab,Ornskoldsvik,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Nibe Partner Lindgrens Ror Ab,Kramfors,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Nibe Partner Nordkust Ror Och Vvs Ab,Sundsvall,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Nibe Partner Sandsvikens Ror Ab,Sandviken,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Nibe Partner Vasternorrlands Bergvarmepumpar Ab,Harnosand,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Nibe Partner Vattenfall Heat Pump Service Ab,Borlange,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Nibe Partner Vattenfall Heat Pump Service Ab,Falun,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Nordvik Vvs Ab,Harnosand,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Norra Dalarnas Ror Ab,Orsa,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Orsa Ror Ab,Orsa,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Rattviks Ror Ab,Rattvik,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Ror Service Dala Ab,Sala,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Rorstrom Ab,Borlange,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Sala Rorservice Ab,Sala,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Sandvikens Ror Ab,Sandviken,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Soderbloms Ror Ab,Gavle,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Sorens Ror,Stode,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Stenstans Varme,Sanitet  Sundsvall,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Stora Skedvi Ror Ab,Stora Skedvi,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Tinbak Ab,Hammerdal,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Vattenhuset Ab,Borlange,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Vvs Installatoren I Gavle Ab,Gavle,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Vvs Teknik I Jamtland Ab,Stenstavik,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Vvs Tjanst I Falun Ab,Falun,,,,,,SE2,B,4,NIBE,installator,NIBE,,
Rex Rör & Värmepumpsteknik AB,Sundsvall,060554700,,,,,SE2,B,4,IVT,IVT Center,IVT,SE2 + IVT Center; No1 service,
Värmepumpcenter i Gävle AB,Gävle,026142901,,,,,SE2,B,4,IVT,IVT Center,IVT,SE2 + IVT Center,
IVT Center/Falun,Falun,02328341,,,,,SE2,B,4,IVT,IVT Center,IVT,SE2 + IVT Center,
Eklunds Mora,Mora,0250–585000,https://www.bad-varme.se/ort/mora/,37,,,SE2,B,,Bad & Värme,Bad & Värme,Bad & Värme,aukt. VP-märke,
Bryngels,Sundsvall,060668855,https://www.bad-varme.se/ort/sundsvall/,25,,,SE2,B,,Bad & Värme,Bad & Värme,Bad & Värme,aukt. VP-märke,
Installationsgruppen,Malung,028013075,https://www.bad-varme.se/ort/malung/,43,,,SE2,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Söderbloms Rör,Gävle,026601010,https://www.bad-varme.se/ort/gavle/,16,,,SE2,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Bryngels,Hudiksvall,065010790,https://www.bad-varme.se/ort/hudiksvall/,25,,,SE2,B,,Bad & Värme,Bad & Värme,Bad & Värme,VVS/värme,
Hortlax Rör AB,Piteå,ejhittat,,6,10463000,556891-0961,SE1,B,6,Bosch,Bosch Climate Partner,Bosch,22,
Dalarnas VVS & Värmeteknik AB,Ludvika,+46240406021,,,,,SE2,C,3,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE2; Dalarna; lägre prioritet
Värme & Kylteknik i Jämtland AB,Östersund,+466321271,,,,,SE2,C,3,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE2; Östersund
Gustafssons Rör i Sundsvall AB,Umeå,,,,,,SE1,C,2,IVT,Standard,IVT,SE1; låg prioritet,
Jäders Värme i Umeå,Umeå,,,,,,SE1,C,2,IVT,Standard,IVT,SE1,
Norrlandsexperten,Umeå,,,,,,SE1,C,2,IVT,Standard,IVT,SE1,
Umeå Tvätt & Värmepumpsservice AB,Umeå,,,,,,SE1,C,2,IVT,Standard,IVT,SE1,
Teknisk Fastighetsservice Umeå,Umeå,090122600,,,,,SE1,C,2,Daikin,Auktoriserad Daikin,Daikin,,SE1; Umeå; luft/vatten + berg men låg elzonavkastning
Kiruna Kyla & Värme AB,Kiruna,+4698016080,,,,,SE1,C,2,Mitsubishi,Auktoriserad ME,Mitsubishi,,SE1; Kiruna; lägst prioritet
